* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\TaqMan_Std.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP	EXPFAIL	THOLDFAIL
H1	12	-10871	-7136	-4631	-3990
H2	12	-12260	-8017	-5191	-4462
H3	12	-10801	-6977	-4435	-3712
H4	12	-13154	-8603	-5469	-4616
H5	12	-12054	-7733	-4860	-3998
H6	12	-11950	-7723	-4855	-4004
H7	12	-12829	-8180	-5143	-4290
H8	12	-13264	-8586	-5487	-4634
H9	12	-13966	-9026	-5761	-4801
H10	12	-13790	-8947	-5703	-4748
H11	12	-12558	-8063	-5142	-4423
H12	12	-12244	-7895	-5076	-4391
A1	13	-12774	-8352	-5376	-4507
A2	13	-12340	-7942	-5055	-4199
A3	13	-12964	-8368	-5434	-4603
A4	13	-13460	-8749	-5595	-4738
A5	13	-12479	-8139	-5283	-4478
A6	13	-12607	-8201	-5316	-4529
A7	13	-11998	-7738	-4921	-4149
A8	13	-12271	-7843	-4961	-4164
A9	13	-12468	-8064	-5178	-4381
A10	13	-12844	-8288	-5272	-4461
A11	13	-13137	-8450	-5458	-4695
A12	13	-12122	-7804	-5001	-4239
B1	13	73553	34391	21586	30517
B2	13	73405	34483	20825	29303
B3	13	8425	9358	13924	28701
B4	13	8736	9672	14258	29394
B5	13	102364	49384	30239	40489
B6	13	91737	45272	28179	38285
B7	13	11228	12176	16920	33387
B8	13	11371	12570	17535	34684
B9	13	86596	42840	26808	36629
B10	13	79397	39541	24903	34121
B11	13	9940	10963	15248	30088
B12	13	7364	9502	14397	29369
C1	13	82444	39375	23852	32492
C2	13	92801	44610	27269	36905
C3	13	10376	10970	15396	30750
C4	13	14288	14300	18897	36916
C5	13	91750	44225	27158	36687
C6	13	109371	53012	32533	43701
C7	13	12895	13565	18384	35828
C8	13	15882	16001	20962	40123
C9	13	93548	46400	28882	39034
C10	13	85248	42374	26401	36162
C11	13	8837	10557	15272	30533
C12	13	9468	10977	15555	30899
D1	13	89751	43034	26349	35732
D2	13	92904	43982	26733	36275
D3	13	12836	12777	17060	33508
D4	13	15771	15177	19490	37245
D5	13	107350	51978	31962	42661
D6	13	103195	50182	30816	41264
D7	13	14612	14511	18959	36324
D8	13	11524	12745	17641	34671
D9	13	92829	45838	28543	38603
D10	13	86390	42916	26911	36887
D11	13	11209	12393	17197	33959
D12	13	9756	11180	15680	30939
E1	13	83482	39588	24295	33181
E2	13	94331	44797	27175	36666
E3	13	12408	12517	16780	32829
E4	13	15191	14805	19207	36725
E5	13	106175	51363	31542	41894
E6	13	106852	52031	32002	42658
E7	13	15134	14934	19173	36275
E8	13	12245	13096	17959	35265
E9	13	85428	42179	26367	36279
E10	13	91197	45335	28429	38802
E11	13	10022	11420	15937	31528
E12	13	8412	10207	14739	29633
F1	13	85144	40459	25055	34162
F2	13	92037	43228	26298	35736
F3	13	12731	12684	16969	33293
F4	13	14198	13925	18321	35540
F5	13	97477	47150	29080	39037
F6	13	98318	48355	29869	40238
F7	13	15196	15310	20176	38744
F8	13	14435	14879	19706	37996
F9	13	90426	44720	28083	38159
F10	13	89822	44787	28077	38215
F11	13	10717	11912	16762	33319
F12	13	10451	11838	16512	32460
G1	13	94307	45384	27973	37785
G2	13	94493	45319	27668	37517
G3	13	13528	13249	17522	34118
G4	13	14372	13999	18300	35276
G5	13	97771	47696	29570	39667
G6	13	92355	45869	28539	38677
G7	13	12870	13838	18789	36725
G8	13	12354	13352	18295	35839
G9	13	-13143	-8505	-5455	-4638
G10	13	-13743	-8954	-5793	-4956
G11	13	-13391	-8768	-5726	-4984
G12	13	-11692	-7457	-4757	-4046
H1	13	-10900	-7157	-4637	-3997
H2	13	-12302	-8012	-5222	-4459
H3	13	-10837	-7018	-4462	-3713
H4	13	-13202	-8613	-5477	-4618
H5	13	-12093	-7748	-4886	-4017
H6	13	-11962	-7722	-4877	-4010
H7	13	-12849	-8190	-5157	-4293
H8	13	-13301	-8607	-5502	-4630
H9	13	-13997	-9055	-5790	-4848
H10	13	-13825	-8966	-5742	-4768
H11	13	-12600	-8076	-5152	-4437
H12	13	-12253	-7909	-5076	-4380
A1	14	-12791	-8380	-5395	-4508
A2	14	-12375	-7964	-5060	-4202
A3	14	-12970	-8416	-5452	-4628
A4	14	-13456	-8738	-5609	-4747
A5	14	-12505	-8154	-5287	-4494
A6	14	-12619	-8217	-5337	-4518
A7	14	-12030	-7759	-4926	-4164
A8	14	-12265	-7865	-4984	-4174
A9	14	-12474	-8086	-5176	-4406
A10	14	-12844	-8276	-5266	-4453
A11	14	-13180	-8476	-5465	-4715
A12	14	-12139	-7809	-5000	-4235
B1	14	74925	35066	21924	30800
B2	14	73965	34721	20879	29226
B3	14	8387	9322	13861	28578
B4	14	9170	10000	14536	29817
B5	14	102720	49520	30228	40346
B6	14	92488	45652	28350	38343
B7	14	11257	12202	16937	33407
B8	14	11562	12712	17640	34800
B9	14	88218	43685	27257	37027
B10	14	80062	39898	25018	34125
B11	14	10265	11266	15497	30478
B12	14	7334	9480	14327	29257
C1	14	83438	39829	24007	32583
C2	14	93430	44937	27346	36922
C3	14	10562	11119	15508	30896
C4	14	14147	14172	18707	36537
C5	14	92684	44668	27358	36799
C6	14	110383	53471	32716	43793
C7	14	12891	13533	18290	35620
C8	14	16087	16171	21048	40195
C9	14	94470	46903	29075	39108
C10	14	86124	42818	26575	36214
C11	14	8667	10421	15103	30254
C12	14	9402	10924	15480	30733
D1	14	90823	43567	26558	35888
D2	14	93892	44471	26925	36399
D3	14	13236	13078	17303	33847
D4	14	15786	15182	19463	37146
D5	14	108659	52612	32194	42802
D6	14	104127	50658	31016	41378
D7	14	14777	14673	19086	36466
D8	14	11635	12833	17703	34737
D9	14	93438	46146	28590	38513
D10	14	87392	43447	27098	36967
D11	14	11135	12334	17102	33708
D12	14	9709	11144	15560	30740
E1	14	84672	40173	24559	33379
E2	14	95537	45357	27426	36834
E3	14	12725	12769	16955	33062
E4	14	15338	14928	19271	36824
E5	14	106810	51634	31565	41779
E6	14	108217	52707	32336	42889
E7	14	15348	15094	19315	36464
E8	14	12286	13133	17921	35218
E9	14	86411	42691	26554	36330
E10	14	92682	46028	28737	39007
E11	14	10099	11474	15941	31473
E12	14	8352	10185	14696	29491
F1	14	86065	40897	25206	34229
F2	14	93383	43816	26495	35849
F3	14	12958	12860	17084	33425
F4	14	14379	14075	18431	35655
F5	14	98267	47548	29204	39044
F6	14	99237	48842	30096	40389
F7	14	15450	15530	20332	38962
F8	14	14368	14846	19636	37799
F9	14	91530	45287	28290	38266
F10	14	91344	45575	28445	38471
F11	14	10854	12000	16796	33374
F12	14	10304	11719	16346	32123
G1	14	95206	45807	28138	37811
G2	14	94685	45373	27579	37240
G3	14	13444	13183	17399	33837
G4	14	14482	14069	18324	35234
G5	14	98837	48242	29771	39796
G6	14	93968	46702	28966	39081
G7	14	12835	13813	18722	36532
G8	14	12470	13447	18314	35843
G9	14	-13136	-8508	-5467	-4625
G10	14	-13689	-8948	-5785	-4937
G11	14	-13388	-8763	-5719	-5003
G12	14	-11736	-7491	-4765	-4060
H1	14	-10889	-7162	-4651	-4000
H2	14	-12311	-8034	-5214	-4455
H3	14	-10846	-7002	-4465	-3718
H4	14	-13183	-8586	-5487	-4618
H5	14	-12091	-7750	-4908	-4031
H6	14	-11990	-7742	-4899	-4017
H7	14	-12841	-8219	-5157	-4306
H8	14	-13325	-8608	-5494	-4643
H9	14	-14013	-9067	-5798	-4843
H10	14	-13830	-8982	-5743	-4774
H11	14	-12616	-8084	-5157	-4428
H12	14	-12269	-7908	-5082	-4391
A1	15	-12784	-8380	-5386	-4527
A2	15	-12344	-7936	-5059	-4216
A3	15	-12949	-8391	-5460	-4616
A4	15	-13482	-8743	-5630	-4790
A5	15	-12506	-8175	-5290	-4472
A6	15	-12638	-8219	-5333	-4534
A7	15	-12045	-7758	-4930	-4183
A8	15	-12290	-7891	-4994	-4172
A9	15	-12493	-8086	-5194	-4426
A10	15	-12847	-8285	-5257	-4466
A11	15	-13149	-8457	-5448	-4717
A12	15	-12172	-7814	-5013	-4266
B1	15	75704	35453	22058	30817
B2	15	74992	35264	21147	29468
B3	15	8578	9461	13968	28706
B4	15	9239	10063	14558	29798
B5	15	103754	50136	30592	40661
B6	15	93326	46068	28510	38451
B7	15	11376	12339	17024	33472
B8	15	11679	12828	17724	34890
B9	15	89496	44369	27593	37314
B10	15	81124	40441	25258	34318
B11	15	10561	11483	15675	30681
B12	15	7565	9652	14471	29407
C1	15	84057	40128	24154	32603
C2	15	94494	45424	27563	37059
C3	15	10558	11114	15478	30819
C4	15	14314	14273	18800	36642
C5	15	93698	45113	27532	36883
C6	15	111628	54092	33007	44058
C7	15	13190	13790	18515	35978
C8	15	16256	16313	21177	40333
C9	15	94902	47128	29096	38997
C10	15	87153	43353	26815	36370
C11	15	9329	10972	15613	31053
C12	15	9641	11130	15647	30982
D1	15	91463	43857	26651	35865
D2	15	94717	44836	27049	36416
D3	15	13209	13067	17269	33747
D4	15	16026	15396	19620	37367
D5	15	109374	52868	32220	42668
D6	15	105466	51329	31337	41642
D7	15	14939	14785	19139	36510
D8	15	11792	12956	17776	34825
D9	15	93961	46372	28624	38393
D10	15	88372	43967	27302	37088
D11	15	11774	12834	17566	34413
D12	15	10118	11473	15830	31149
E1	15	85372	40535	24703	33433
E2	15	96256	45686	27533	36820
E3	15	12705	12772	16950	32994
E4	15	15547	15119	19411	36980
E5	15	107556	51998	31714	41831
E6	15	109952	53574	32733	43291
E7	15	15581	15269	19470	36691
E8	15	12362	13196	17943	35204
E9	15	87142	43013	26634	36260
E10	15	92902	46180	28697	38814
E11	15	10408	11761	16187	31832
E12	15	8864	10600	15058	30053
F1	15	87085	41432	25442	34372
F2	15	94019	44116	26601	35812
F3	15	13085	12998	17169	33542
F4	15	14616	14241	18567	35826
F5	15	99432	48153	29503	39278
F6	15	99836	49050	30108	40283
F7	15	15581	15627	20420	39005
F8	15	14748	15166	19912	38217
F9	15	92396	45693	28454	38316
F10	15	92247	46008	28599	38515
F11	15	11123	12208	17004	33632
F12	15	10580	11975	16557	32461
G1	15	96542	46467	28435	38047
G2	15	95640	45830	27755	37314
G3	15	13561	13289	17429	33839
G4	15	14632	14207	18387	35323
G5	15	99844	48742	29975	39922
G6	15	94117	46765	28930	38867
G7	15	12939	13903	18772	36578
G8	15	12660	13608	18454	36010
G9	15	-13109	-8514	-5459	-4638
G10	15	-13699	-8946	-5792	-4940
G11	15	-13423	-8790	-5751	-5014
G12	15	-11751	-7507	-4779	-4085
H1	15	-10890	-7152	-4654	-3990
H2	15	-12300	-8027	-5227	-4467
H3	15	-10836	-7008	-4452	-3733
H4	15	-13204	-8605	-5489	-4642
H5	15	-12113	-7759	-4895	-4018
H6	15	-11971	-7722	-4888	-4025
H7	15	-12846	-8194	-5164	-4321
H8	15	-13324	-8620	-5512	-4644
H9	15	-14038	-9069	-5787	-4868
H10	15	-13851	-8985	-5757	-4803
H11	15	-12598	-8059	-5153	-4424
H12	15	-12303	-7940	-5095	-4408
A1	16	-12802	-8399	-5422	-4528
A2	16	-12354	-7976	-5072	-4216
A3	16	-13005	-8407	-5460	-4629
A4	16	-13508	-8765	-5643	-4782
A5	16	-12499	-8163	-5303	-4484
A6	16	-12658	-8228	-5337	-4537
A7	16	-12073	-7759	-4950	-4184
A8	16	-12299	-7882	-5002	-4192
A9	16	-12521	-8114	-5216	-4424
A10	16	-12871	-8322	-5282	-4501
A11	16	-13217	-8520	-5481	-4736
A12	16	-12165	-7839	-5029	-4277
B1	16	76933	36087	22367	31127
B2	16	75742	35610	21297	29581
B3	16	8657	9564	14025	28785
B4	16	9206	10013	14506	29694
B5	16	105626	51095	31100	41228
B6	16	93984	46437	28643	38521
B7	16	11452	12387	17035	33544
B8	16	11758	12880	17773	34916
B9	16	90605	44914	27861	37556
B10	16	81648	40719	25352	34322
B11	16	10602	11562	15699	30742
B12	16	7515	9627	14413	29309
C1	16	84529	40343	24192	32568
C2	16	94901	45595	27554	36948
C3	16	10597	11157	15475	30768
C4	16	14489	14442	18904	36803
C5	16	92763	44542	27070	36293
C6	16	112468	54531	33190	44191
C7	16	13051	13684	18367	35708
C8	16	16360	16414	21213	40360
C9	16	95396	47371	29150	38943
C10	16	87700	43612	26895	36354
C11	16	8836	10550	15154	30294
C12	16	9604	11102	15575	30813
D1	16	92028	44119	26746	35865
D2	16	95111	44991	27064	36324
D3	16	13260	13098	17229	33680
D4	16	16131	15436	19603	37310
D5	16	109486	53047	32316	42700
D6	16	106328	51793	31528	41790
D7	16	15188	14989	19313	36742
D8	16	11991	13138	17923	35014
D9	16	94134	46474	28592	38239
D10	16	89059	44290	27413	37098
D11	16	11439	12563	17245	33907
D12	16	10001	11393	15714	30959
E1	16	85665	40662	24675	33320
E2	16	96871	45960	27580	36799
E3	16	12698	12757	16900	32891
E4	16	15727	15204	19447	36994
E5	16	108717	52667	32114	42246
E6	16	110969	54088	32960	43455
E7	16	15603	15312	19413	36568
E8	16	12637	13413	18120	35460
E9	16	87713	43251	26706	36210
E10	16	94017	46718	28915	38909
E11	16	10447	11800	16183	31795
E12	16	8796	10559	14980	29922
F1	16	87598	41672	25487	34337
F2	16	94770	44472	26734	35884
F3	16	13070	12965	17148	33462
F4	16	14476	14125	18400	35501
F5	16	100253	48573	29692	39418
F6	16	100433	49364	30247	40347
F7	16	15548	15599	20386	38941
F8	16	14777	15176	19880	38133
F9	16	92879	45927	28481	38242
F10	16	93107	46468	28771	38615
F11	16	11251	12352	17084	33740
F12	16	10781	12115	16695	32632
G1	16	97263	46832	28555	38087
G2	16	96300	46155	27850	37332
G3	16	13775	13439	17568	34093
G4	16	14585	14177	18314	35203
G5	16	100309	48922	30006	39844
G6	16	95244	47342	29200	39121
G7	16	13044	14015	18803	36588
G8	16	12909	13832	18651	36302
G9	16	-13096	-8482	-5463	-4621
G10	16	-13713	-8943	-5796	-4963
G11	16	-13448	-8797	-5759	-5002
G12	16	-11697	-7477	-4761	-4056
H1	16	-10944	-7179	-4667	-4019
H2	16	-12299	-8042	-5236	-4464
H3	16	-10899	-7060	-4490	-3733
H4	16	-13223	-8616	-5500	-4638
H5	16	-12142	-7781	-4903	-4057
H6	16	-12002	-7751	-4879	-4042
H7	16	-12895	-8216	-5175	-4321
H8	16	-13348	-8641	-5519	-4682
H9	16	-14058	-9084	-5822	-4876
H10	16	-13841	-8999	-5782	-4823
H11	16	-12607	-8080	-5136	-4445
H12	16	-12350	-7963	-5123	-4430
A1	17	-12849	-8418	-5414	-4543
A2	17	-12350	-7961	-5064	-4217
A3	17	-13037	-8421	-5463	-4624
A4	17	-13522	-8770	-5660	-4791
A5	17	-12522	-8168	-5305	-4507
A6	17	-12660	-8248	-5345	-4528
A7	17	-12069	-7780	-4939	-4189
A8	17	-12317	-7903	-5028	-4195
A9	17	-12545	-8110	-5213	-4430
A10	17	-12874	-8317	-5284	-4463
A11	17	-13232	-8517	-5482	-4756
A12	17	-12171	-7830	-5041	-4270
B1	17	77504	36304	22428	31075
B2	17	76248	35889	21395	29670
B3	17	8724	9613	14059	28807
B4	17	9329	10145	14597	29790
B5	17	105246	50875	30876	40864
B6	17	94496	46682	28728	38563
B7	17	11610	12523	17146	33693
B8	17	11840	12938	17771	34904
B9	17	90492	44851	27716	37271
B10	17	82152	40959	25432	34349
B11	17	10611	11560	15688	30654
B12	17	7583	9713	14459	29334
C1	17	85010	40570	24270	32583
C2	17	95470	45858	27678	36983
C3	17	10718	11222	15521	30822
C4	17	14654	14562	19000	36880
C5	17	94913	45695	27738	37008
C6	17	113082	54835	33296	44235
C7	17	13167	13762	18426	35735
C8	17	16374	16411	21188	40297
C9	17	96208	47774	29306	39032
C10	17	88213	43884	26977	36376
C11	17	9207	10859	15440	30705
C12	17	9668	11135	15604	30821
D1	17	92831	44494	26888	35937
D2	17	95370	45101	27041	36231
D3	17	13201	13077	17183	33560
D4	17	16210	15519	19655	37361
D5	17	110736	53526	32464	42760
D6	17	106771	51962	31560	41723
D7	17	15243	15028	19346	36768
D8	17	11822	12971	17735	34710
D9	17	95001	46891	28789	38354
D10	17	89811	44678	27592	37185
D11	17	11791	12886	17541	34329
D12	17	10117	11464	15805	31019
E1	17	86583	41068	24882	33441
E2	17	97444	46210	27656	36807
E3	17	12786	12849	16958	33006
E4	17	15762	15263	19493	36994
E5	17	109206	52887	32137	42171
E6	17	111212	54198	32940	43331
E7	17	15859	15531	19632	36886
E8	17	12502	13304	17980	35223
E9	17	88313	43586	26813	36218
E10	17	95419	47432	29286	39244
E11	17	10634	11945	16330	31959
E12	17	8778	10514	14951	29815
F1	17	88000	41870	25519	34277
F2	17	95656	44928	26932	36052
F3	17	13171	13076	17198	33502
F4	17	14696	14306	18542	35656
F5	17	100692	48796	29749	39403
F6	17	101233	49778	30419	40512
F7	17	15687	15742	20465	39073
F8	17	14928	15332	19991	38273
F9	17	93454	46208	28582	38268
F10	17	94723	47288	29229	39019
F11	17	11271	12376	17079	33713
F12	17	10732	12116	16694	32595
G1	17	98110	47264	28720	38171
G2	17	97234	46583	28057	37466
G3	17	13766	13457	17551	33996
G4	17	14639	14180	18323	35111
G5	17	101201	49393	30236	40021
G6	17	95844	47638	29290	39156
G7	17	12990	13941	18730	36413
G8	17	12787	13700	18483	36012
G9	17	-13125	-8491	-5439	-4633
G10	17	-13705	-8953	-5809	-4946
G11	17	-13455	-8808	-5786	-5027
G12	17	-11784	-7533	-4816	-4093
H1	17	-10953	-7193	-4665	-4021
H2	17	-12340	-8052	-5226	-4469
H3	17	-10875	-7063	-4487	-3760
H4	17	-13222	-8618	-5509	-4641
H5	17	-12127	-7769	-4895	-4051
H6	17	-12027	-7771	-4913	-4058
H7	17	-12896	-8241	-5200	-4340
H8	17	-13322	-8624	-5495	-4659
H9	17	-14069	-9096	-5812	-4866
H10	17	-13876	-8991	-5775	-4828
H11	17	-12608	-8107	-5174	-4460
H12	17	-12332	-7961	-5136	-4402
A1	18	-12853	-8415	-5418	-4546
A2	18	-12377	-7972	-5090	-4237
A3	18	-13024	-8427	-5488	-4644
A4	18	-13518	-8776	-5652	-4813
A5	18	-12548	-8175	-5330	-4497
A6	18	-12664	-8266	-5346	-4539
A7	18	-12090	-7784	-4990	-4204
A8	18	-12321	-7898	-5030	-4207
A9	18	-12562	-8145	-5244	-4456
A10	18	-12896	-8326	-5312	-4509
A11	18	-13217	-8525	-5494	-4758
A12	18	-12181	-7826	-5046	-4278
B1	18	78330	36753	22633	31255
B2	18	77028	36228	21539	29727
B3	18	8727	9606	14022	28750
B4	18	9297	10091	14507	29645
B5	18	107131	51792	31337	41364
B6	18	94907	46846	28791	38585
B7	18	11412	12339	16905	33232
B8	18	11950	13023	17850	34979
B9	18	91003	45113	27812	37313
B10	18	82583	41196	25513	34337
B11	18	10436	11373	15467	30266
B12	18	7492	9626	14341	29136
C1	18	85590	40841	24375	32641
C2	18	95437	45809	27571	36765
C3	18	10848	11368	15632	30971
C4	18	14718	14622	19032	36905
C5	18	94038	45278	27479	36637
C6	18	113750	55159	33451	44331
C7	18	13579	14098	18745	36277
C8	18	16513	16529	21244	40352
C9	18	97533	48452	29646	39358
C10	18	88797	44181	27100	36430
C11	18	9190	10863	15415	30654
C12	18	9650	11129	15543	30733
D1	18	93382	44775	27002	36024
D2	18	95665	45247	27084	36177
D3	18	13275	13103	17192	33535
D4	18	16314	15596	19712	37383
D5	18	111372	53997	32729	43033
D6	18	107051	52106	31605	41710
D7	18	15059	14878	19125	36389
D8	18	12073	13203	17940	35000
D9	18	95445	47175	28898	38463
D10	18	90277	44945	27642	37165
D11	18	11654	12744	17365	34052
D12	18	9901	11281	15573	30617
E1	18	86856	41216	24890	33421
E2	18	98069	46504	27785	36844
E3	18	12683	12779	16861	32785
E4	18	15783	15295	19479	36982
E5	18	110372	53601	32549	42672
E6	18	112158	54674	33172	43512
E7	18	15751	15472	19553	36724
E8	18	12753	13521	18154	35444
E9	18	88887	43945	26992	36419
E10	18	96350	47933	29497	39409
E11	18	10342	11734	16041	31518
E12	18	8846	10607	14988	29886
F1	18	88633	42174	25638	34332
F2	18	96078	45118	26979	36016
F3	18	13174	13058	17174	33415
F4	18	14788	14388	18628	35803
F5	18	102092	49486	30116	39768
F6	18	102204	50277	30680	40732
F7	18	15752	15801	20505	39094
F8	18	14959	15348	19983	38232
F9	18	93327	46156	28465	38040
F10	18	95367	47637	29358	39104
F11	18	11020	12163	16847	33283
F12	18	10818	12215	16752	32721
G1	18	98922	47680	28904	38281
G2	18	97807	46908	28163	37527
G3	18	13845	13508	17606	34052
G4	18	15064	14558	18651	35649
G5	18	101052	49279	30114	39739
G6	18	97171	48332	29674	39533
G7	18	13043	13992	18762	36425
G8	18	13147	14002	18747	36442
G9	18	-13137	-8510	-5461	-4638
G10	18	-13770	-8986	-5814	-4977
G11	18	-13447	-8803	-5763	-5015
G12	18	-11785	-7529	-4818	-4089
H1	18	-10959	-7187	-4684	-4005
H2	18	-12327	-8031	-5247	-4498
H3	18	-10929	-7063	-4496	-3782
H4	18	-13283	-8648	-5523	-4662
H5	18	-12144	-7786	-4921	-4042
H6	18	-12032	-7790	-4907	-4059
H7	18	-12917	-8241	-5202	-4340
H8	18	-13347	-8628	-5515	-4663
H9	18	-14134	-9120	-5842	-4892
H10	18	-13897	-9003	-5780	-4821
H11	18	-12661	-8118	-5215	-4446
H12	18	-12379	-8002	-5138	-4470
A1	19	-12855	-8421	-5444	-4572
A2	19	-12408	-7999	-5109	-4264
A3	19	-13041	-8455	-5492	-4649
A4	19	-13557	-8804	-5688	-4798
A5	19	-12549	-8197	-5346	-4511
A6	19	-12685	-8257	-5392	-4572
A7	19	-12132	-7801	-4990	-4225
A8	19	-12350	-7930	-5021	-4209
A9	19	-12565	-8154	-5239	-4460
A10	19	-12893	-8326	-5308	-4498
A11	19	-13220	-8516	-5480	-4768
A12	19	-12167	-7821	-5040	-4287
B1	19	79721	37471	23022	31672
B2	19	78405	36903	21904	30139
B3	19	8711	9575	13988	28654
B4	19	9382	10186	14571	29717
B5	19	107417	52045	31509	41509
B6	19	95407	47113	28919	38653
B7	19	11433	12372	16966	33328
B8	19	12014	13098	17879	35007
B9	19	92028	45607	28080	37547
B10	19	82983	41387	25578	34348
B11	19	10528	11487	15537	30347
B12	19	7606	9717	14410	29212
C1	19	85783	40891	24340	32502
C2	19	95706	45851	27501	36572
C3	19	10777	11326	15568	30842
C4	19	14828	14715	19092	36994
C5	19	94308	45251	27353	36373
C6	19	114356	55472	33567	44420
C7	19	13501	14022	18598	35965
C8	19	16632	16638	21347	40488
C9	19	97794	48600	29713	39357
C10	19	89299	44436	27187	36441
C11	19	9292	10933	15452	30647
C12	19	9702	11184	15562	30741
D1	19	93503	44792	26928	35874
D2	19	95800	45254	26993	36012
D3	19	13691	13469	17541	34035
D4	19	16486	15723	19780	37475
D5	19	110954	53693	32487	42674
D6	19	107857	52517	31773	41826
D7	19	15192	14946	19183	36404
D8	19	12057	13202	17889	34872
D9	19	95577	47236	28837	38290
D10	19	90321	44932	27582	36957
D11	19	11945	12962	17546	34240
D12	19	10087	11446	15711	30844
E1	19	87018	41288	24850	33299
E2	19	98219	46580	27738	36741
E3	19	13032	13022	17046	33069
E4	19	16061	15484	19640	37212
E5	19	110713	53742	32598	42627
E6	19	112408	54775	33185	43484
E7	19	15913	15576	19655	36845
E8	19	12690	13484	18102	35310
E9	19	89279	44126	27008	36339
E10	19	95801	47651	29234	39016
E11	19	10571	11946	16223	31778
E12	19	8782	10552	14946	29750
F1	19	89071	42388	25696	34346
F2	19	96585	45410	27092	36124
F3	19	13382	13213	17291	33628
F4	19	14774	14340	18523	35588
F5	19	102304	49604	30126	39735
F6	19	102828	50650	30828	40868
F7	19	15882	15916	20586	39233
F8	19	14981	15396	19990	38202
F9	19	93926	46434	28572	38090
F10	19	95164	47506	29169	38779
F11	19	11288	12383	17034	33570
F12	19	10898	12282	16768	32664
G1	19	99668	48068	29069	38375
G2	19	99082	47540	28476	37831
G3	19	13697	13376	17402	33691
G4	19	14890	14418	18480	35320
G5	19	101732	49586	30225	39815
G6	19	97346	48416	29669	39471
G7	19	13006	13982	18686	36289
G8	19	13018	13895	18620	36203
G9	19	-13147	-8515	-5499	-4650
G10	19	-13780	-8980	-5839	-4983
G11	19	-13488	-8834	-5800	-5056
G12	19	-11768	-7521	-4801	-4084
H1	19	-10963	-7186	-4681	-4024
H2	19	-12348	-8068	-5243	-4480
H3	19	-10886	-7053	-4503	-3755
H4	19	-13264	-8666	-5518	-4664
H5	19	-12175	-7804	-4934	-4077
H6	19	-12081	-7811	-4937	-4050
H7	19	-12947	-8254	-5216	-4348
H8	19	-13354	-8650	-5542	-4678
H9	19	-14117	-9148	-5854	-4892
H10	19	-13891	-9012	-5801	-4840
H11	19	-12637	-8128	-5186	-4460
H12	19	-12419	-8032	-5165	-4448
A1	20	-12871	-8432	-5427	-4560
A2	20	-12434	-8012	-5128	-4246
A3	20	-13046	-8466	-5472	-4667
A4	20	-13528	-8776	-5683	-4821
A5	20	-12545	-8184	-5332	-4504
A6	20	-12714	-8268	-5387	-4583
A7	20	-12126	-7824	-4997	-4214
A8	20	-12349	-7929	-5048	-4203
A9	20	-12591	-8160	-5241	-4457
A10	20	-12912	-8331	-5322	-4504
A11	20	-13251	-8542	-5493	-4744
A12	20	-12177	-7840	-5051	-4279
B1	20	78933	37043	22649	31137
B2	20	78213	36803	21783	29922
B3	20	8819	9690	14066	28770
B4	20	9559	10351	14698	29922
B5	20	108178	52363	31651	41580
B6	20	95795	47322	29011	38688
B7	20	11497	12447	16987	33388
B8	20	12155	13222	17974	35150
B9	20	92330	45795	28095	37538
B10	20	83331	41580	25636	34354
B11	20	10611	11571	15593	30475
B12	20	7523	9683	14319	29061
C1	20	86571	41356	24593	32798
C2	20	96090	46100	27619	36688
C3	20	10949	11430	15630	30953
C4	20	14815	14702	19045	36892
C5	20	94393	45337	27371	36398
C6	20	114869	55710	33648	44443
C7	20	13548	14030	18545	35885
C8	20	16665	16679	21318	40461
C9	20	97692	48514	29565	39086
C10	20	89758	44687	27263	36493
C11	20	9136	10808	15293	30392
C12	20	9725	11227	15572	30719
D1	20	94186	45185	27125	36044
D2	20	96674	45720	27237	36260
D3	20	13418	13247	17259	33642
D4	20	16492	15743	19776	37438
D5	20	112468	54479	32892	43100
D6	20	108673	52916	31997	42042
D7	20	15202	14943	19135	36367
D8	20	12148	13278	17948	34958
D9	20	96151	47510	28951	38370
D10	20	91052	45323	27788	37160
D11	20	11860	12921	17484	34118
D12	20	10067	11429	15680	30719
E1	20	87576	41590	25006	33419
E2	20	98966	46940	27913	36875
E3	20	12791	12876	16909	32807
E4	20	16047	15471	19584	37098
E5	20	111368	54031	32697	42690
E6	20	113298	55216	33394	43648
E7	20	15998	15659	19686	36861
E8	20	12862	13624	18184	35446
E9	20	90034	44477	27153	36406
E10	20	97081	48291	29580	39293
E11	20	10671	11996	16272	31822
E12	20	8873	10668	14954	29796
F1	20	89537	42662	25830	34430
F2	20	97115	45651	27198	36148
F3	20	13302	13198	17250	33490
F4	20	14868	14446	18625	35741
F5	20	102565	49731	30131	39660
F6	20	102654	50487	30679	40610
F7	20	15986	16002	20613	39275
F8	20	15132	15503	20075	38313
F9	20	94693	46811	28765	38238
F10	20	96301	48094	29471	39053
F11	20	11404	12500	17113	33691
F12	20	11207	12542	17019	33051
G1	20	100424	48459	29248	38484
